row	packet_index	time_display	event_family	channel	tlp_type_hex	link_width
495	2100840	5.923 sec	TLP	Downstream	0x9	1
496	2100842	5.923 sec	TLP	Upstream	0x12	1
497	2100845	5.923 sec	TLP	Downstream	0x9	1
498	2100847	5.923 sec	TLP	Upstream	0x12	1
499	2100850	5.923 sec	TLP	Downstream	0x9	1
500	2100852	5.923 sec	TLP	Upstream	0x12	1
501	2100855	5.923 sec	TLP	Downstream	0x9	1
502	2100857	5.923 sec	TLP	Upstream	0x12	1
503	2100972	5.924 sec	TLP	Downstream	0xA	1
504	2100975	5.924 sec	TLP	Upstream	0x11	1
505	2101216	5.925 sec	TLP	Downstream	0x9	1
506	2101218	5.925 sec	TLP	Upstream	0x12	1
507	2101228	5.925 sec	TLP	Downstream	0x9	1
508	2101230	5.925 sec	TLP	Upstream	0x12	1
509	2101234	5.925 sec	TLP	Downstream	0x9	1
510	2101237	5.925 sec	TLP	Upstream	0x12	1
511	2101242	5.925 sec	TLP	Downstream	0x9	1
512	2101244	5.925 sec	TLP	Upstream	0x12	1
513	2101248	5.925 sec	TLP	Downstream	0x9	1
514	2101250	5.925 sec	TLP	Upstream	0x12	1
515	2101260	5.925 sec	TLP	Downstream	0x9	1
516	2101262	5.925 sec	TLP	Upstream	0x12	1
517	2101266	5.925 sec	TLP	Downstream	0x9	1
518	2101270	5.925 sec	TLP	Upstream	0x12	1
519	2101274	5.925 sec	TLP	Downstream	0x9	1
520	2101276	5.925 sec	TLP	Upstream	0x12	1
521	2101283	5.925 sec	TLP	Downstream	0x9	1
522	2101286	5.925 sec	TLP	Upstream	0x12	1
523	2101291	5.925 sec	TLP	Downstream	0x9	1
524	2101293	5.925 sec	TLP	Upstream	0x12	1
525	2101296	5.925 sec	TLP	Downstream	0x9	1
526	2101298	5.925 sec	TLP	Upstream	0x12	1
527	2101306	5.925 sec	TLP	Downstream	0xA	1
528	2101308	5.925 sec	TLP	Upstream	0x11	1
529	2106169	5.959 sec	TLP	Downstream	0x9	1
530	2106172	5.959 sec	TLP	Upstream	0x12	1
531	2106193	5.959 sec	TLP	Downstream	0x9	1
532	2106197	5.959 sec	TLP	Upstream	0x12	1
533	2106200	5.959 sec	TLP	Downstream	0x9	1
534	2106202	5.959 sec	TLP	Upstream	0x12	1
535	2106210	5.959 sec	TLP	Downstream	0x9	1
536	2106212	5.959 sec	TLP	Upstream	0x12	1
537	2106216	5.959 sec	TLP	Downstream	0xA	1
538	2106218	5.959 sec	TLP	Upstream	0x11	1
539	2106225	5.959 sec	TLP	Downstream	0xA	1
540	2106226	5.959 sec	TLP	Downstream	0xA	1
541	2106227	5.959 sec	TLP	Downstream	0xA	1
542	2106228	5.959 sec	TLP	Downstream	0xA	1
543	2106233	5.959 sec	TLP	Upstream	0x11	1
544	2106235	5.959 sec	TLP	Upstream	0x11	1
545	2106236	5.959 sec	TLP	Downstream	0xA	1
546	2106240	5.959 sec	TLP	Upstream	0x11	1
547	2106242	5.959 sec	TLP	Upstream	0x11	1
548	2106245	5.959 sec	TLP	Upstream	0x11	1
549	2106250	5.959 sec	TLP	Downstream	0xA	1
550	2106252	5.959 sec	TLP	Upstream	0x11	1
551	2106256	5.959 sec	TLP	Downstream	0xA	1
552	2106258	5.959 sec	TLP	Upstream	0x11	1
553	2106266	5.959 sec	TLP	Downstream	0xA	1
554	2106268	5.959 sec	TLP	Upstream	0x11	1
555	2106275	5.960 sec	TLP	Downstream	0xA	1
556	2106277	5.960 sec	TLP	Upstream	0x11	1
557	2106284	5.960 sec	TLP	Downstream	0xA	1
558	2106286	5.960 sec	TLP	Upstream	0x11	1
559	2106296	5.960 sec	TLP	Downstream	0xA	1
560	2106298	5.960 sec	TLP	Upstream	0x11	1
561	2106302	5.960 sec	TLP	Downstream	0xA	1
562	2106304	5.960 sec	TLP	Upstream	0x11	1
563	2106314	5.960 sec	TLP	Downstream	0xA	1
564	2106316	5.960 sec	TLP	Upstream	0x11	1
565	2106323	5.960 sec	TLP	Downstream	0xA	1
566	2106325	5.960 sec	TLP	Upstream	0x11	1
567	2106329	5.960 sec	TLP	Downstream	0xA	1
568	2106331	5.960 sec	TLP	Upstream	0x11	1
569	2106338	5.960 sec	TLP	Downstream	0x9	1
570	2106340	5.960 sec	TLP	Upstream	0x12	1
571	2106348	5.960 sec	TLP	Downstream	0xA	1
572	2106350	5.960 sec	TLP	Upstream	0x11	1
573	2106356	5.960 sec	TLP	Downstream	0xA	1
574	2106358	5.960 sec	TLP	Upstream	0x11	1
575	2106381	5.960 sec	TLP	Downstream	0x9	1
576	2106383	5.960 sec	TLP	Upstream	0x12	1
577	2106388	5.960 sec	TLP	Downstream	0xA	1
578	2106391	5.960 sec	TLP	Upstream	0x11	1
579	2106398	5.960 sec	TLP	Downstream	0xA	1
580	2106400	5.960 sec	TLP	Upstream	0x11	1
581	2106407	5.960 sec	TLP	Downstream	0x9	1
582	2106409	5.960 sec	TLP	Upstream	0x12	1
583	2106417	5.960 sec	TLP	Downstream	0xA	1
584	2106420	5.960 sec	TLP	Upstream	0x11	1
585	2106427	5.960 sec	TLP	Downstream	0x9	1
586	2106429	5.960 sec	TLP	Upstream	0x12	1
587	2106433	5.960 sec	TLP	Downstream	0xA	1
588	2106437	5.960 sec	TLP	Upstream	0x11	1
589	2106440	5.960 sec	TLP	Downstream	0xA	1
590	2106442	5.960 sec	TLP	Upstream	0x11	1
591	2106447	5.960 sec	TLP	Downstream	0xA	1
592	2106451	5.960 sec	TLP	Upstream	0x11	1
593	2106456	5.960 sec	TLP	Downstream	0xA	1
594	2106458	5.960 sec	TLP	Upstream	0x11	1
595	2106464	5.960 sec	TLP	Downstream	0xA	1
596	2106466	5.960 sec	TLP	Upstream	0x11	1
597	2106474	5.960 sec	TLP	Downstream	0xA	1
598	2106476	5.960 sec	TLP	Upstream	0x11	1
599	2106486	5.960 sec	TLP	Downstream	0xA	1
600	2106488	5.960 sec	TLP	Upstream	0x11	1
601	2106513	5.960 sec	TLP	Downstream	0x9	1
602	2106515	5.960 sec	TLP	Upstream	0x12	1
603	2106520	5.960 sec	TLP	Downstream	0x9	1
604	2106522	5.960 sec	TLP	Upstream	0x12	1
605	2106528	5.960 sec	TLP	Downstream	0x9	1
606	2106531	5.960 sec	TLP	Upstream	0x12	1
607	2106538	5.961 sec	TLP	Downstream	0x9	1
608	2106541	5.961 sec	TLP	Upstream	0x12	1
609	2106544	5.961 sec	TLP	Downstream	0x9	1
610	2106546	5.961 sec	TLP	Upstream	0x12	1
611	2106554	5.961 sec	TLP	Downstream	0x9	1
612	2106556	5.961 sec	TLP	Upstream	0x12	1
613	2106563	5.961 sec	TLP	Downstream	0x9	1
614	2106565	5.961 sec	TLP	Upstream	0x12	1
615	2106571	5.961 sec	TLP	Downstream	0x9	1
616	2106573	5.961 sec	TLP	Upstream	0x12	1
617	2106576	5.961 sec	TLP	Downstream	0x9	1
618	2106578	5.961 sec	TLP	Upstream	0x12	1
619	2106582	5.961 sec	TLP	Downstream	0x9	1
620	2106586	5.961 sec	TLP	Upstream	0x12	1
621	2106591	5.961 sec	TLP	Downstream	0x9	1
622	2106593	5.961 sec	TLP	Upstream	0x12	1
623	2106600	5.961 sec	TLP	Downstream	0x9	1
624	2106602	5.961 sec	TLP	Upstream	0x12	1
625	2106608	5.961 sec	TLP	Downstream	0x9	1
626	2106610	5.961 sec	TLP	Upstream	0x12	1
627	2106617	5.961 sec	TLP	Downstream	0x9	1
628	2106619	5.961 sec	TLP	Upstream	0x12	1
629	2106626	5.961 sec	TLP	Downstream	0x9	1
630	2106628	5.961 sec	TLP	Upstream	0x12	1
631	2106631	5.961 sec	TLP	Downstream	0x9	1
632	2106634	5.961 sec	TLP	Upstream	0x12	1
633	2106637	5.961 sec	TLP	Downstream	0x9	1
634	2106639	5.961 sec	TLP	Upstream	0x12	1
635	2106646	5.961 sec	TLP	Downstream	0x9	1
636	2106648	5.961 sec	TLP	Upstream	0x12	1
637	2106656	5.961 sec	TLP	Downstream	0x9	1
638	2106658	5.961 sec	TLP	Upstream	0x12	1
639	2106661	5.961 sec	TLP	Downstream	0x9	1
640	2106663	5.961 sec	TLP	Upstream	0x12	1
641	2106669	5.961 sec	TLP	Downstream	0x9	1
642	2106671	5.961 sec	TLP	Upstream	0x12	1
643	2106678	5.961 sec	TLP	Downstream	0x9	1
644	2106680	5.961 sec	TLP	Upstream	0x12	1
645	2106687	5.961 sec	TLP	Downstream	0x9	1
646	2106689	5.961 sec	TLP	Upstream	0x12	1
647	2106692	5.961 sec	TLP	Downstream	0x9	1
648	2106694	5.961 sec	TLP	Upstream	0x12	1
649	2106698	5.961 sec	TLP	Downstream	0x9	1
650	2106700	5.961 sec	TLP	Upstream	0x12	1
651	2106707	5.961 sec	TLP	Downstream	0x9	1
652	2106709	5.961 sec	TLP	Upstream	0x12	1
653	2106716	5.961 sec	TLP	Downstream	0x9	1
654	2106719	5.961 sec	TLP	Upstream	0x12	1
655	2106722	5.961 sec	TLP	Downstream	0x9	1
656	2106724	5.961 sec	TLP	Upstream	0x12	1
657	2106730	5.961 sec	TLP	Downstream	0x9	1
658	2106732	5.961 sec	TLP	Upstream	0x12	1
659	2106739	5.961 sec	TLP	Downstream	0x9	1
660	2106741	5.961 sec	TLP	Upstream	0x12	1
661	2106748	5.961 sec	TLP	Downstream	0x9	1
662	2106750	5.961 sec	TLP	Upstream	0x12	1
663	2106753	5.961 sec	TLP	Downstream	0x9	1
664	2106755	5.961 sec	TLP	Upstream	0x12	1
665	2106759	5.961 sec	TLP	Downstream	0x9	1
666	2106761	5.961 sec	TLP	Upstream	0x12	1
667	2107539	5.967 sec	TLP	Downstream	0x9	1
668	2107541	5.967 sec	TLP	Upstream	0x12	1
669	2107544	5.967 sec	TLP	Downstream	0x9	1
670	2107546	5.967 sec	TLP	Upstream	0x12	1
671	2107556	5.967 sec	TLP	Downstream	0x9	1
672	2107558	5.967 sec	TLP	Upstream	0x12	1
673	2107561	5.967 sec	TLP	Downstream	0x1	1
674	2107564	5.967 sec	TLP	Upstream	0x12	1
675	2107566	5.967 sec	TLP	Downstream	0x1	1
676	2107569	5.967 sec	TLP	Upstream	0x12	1
677	2107571	5.967 sec	TLP	Downstream	0x3	1
678	2107573	5.967 sec	TLP	Downstream	0x1	1
679	2107577	5.967 sec	TLP	Upstream	0x12	1
680	2107579	5.967 sec	TLP	Downstream	0x3	1
681	2107581	5.967 sec	TLP	Downstream	0x3	1
682	2107584	5.967 sec	TLP	Downstream	0x1	1
683	2107588	5.967 sec	TLP	Upstream	0x12	1
684	2108808	5.975 sec	TLP	Downstream	0x1	1
685	2108811	5.975 sec	TLP	Upstream	0x12	1
686	2108813	5.975 sec	TLP	Downstream	0x3	1
687	2108816	5.975 sec	TLP	Downstream	0x1	1
688	2108819	5.975 sec	TLP	Upstream	0x12	1
689	2108821	5.975 sec	TLP	Downstream	0x3	1
690	2111112	5.991 sec	TLP	Downstream	0x1	1
691	2111115	5.991 sec	TLP	Upstream	0x12	1
692	2111117	5.991 sec	TLP	Downstream	0x1	1
693	2111120	5.991 sec	TLP	Upstream	0x12	1
694	2111122	5.991 sec	TLP	Downstream	0x3	1
695	2111124	5.991 sec	TLP	Downstream	0x1	1
696	2111128	5.991 sec	TLP	Upstream	0x12	1
697	2111130	5.991 sec	TLP	Downstream	0x3	1
698	2111132	5.991 sec	TLP	Downstream	0x1	1
699	2111136	5.991 sec	TLP	Upstream	0x12	1
700	2111138	5.991 sec	TLP	Downstream	0x3	1
701	2111140	5.991 sec	TLP	Downstream	0x1	1
702	2111144	5.991 sec	TLP	Upstream	0x12	1
703	2111146	5.991 sec	TLP	Downstream	0x1	1
704	2111149	5.991 sec	TLP	Upstream	0x12	1
705	2111151	5.991 sec	TLP	Downstream	0x3	1
706	2111153	5.991 sec	TLP	Downstream	0x3	1
707	2111156	5.991 sec	TLP	Downstream	0x1	1
708	2111160	5.991 sec	TLP	Upstream	0x12	1
709	2111162	5.991 sec	TLP	Downstream	0x1	1
710	2111165	5.991 sec	TLP	Upstream	0x12	1
711	2111167	5.991 sec	TLP	Downstream	0x1	1
712	2111170	5.991 sec	TLP	Upstream	0x12	1
713	2111172	5.991 sec	TLP	Downstream	0x1	1
714	2111175	5.991 sec	TLP	Upstream	0x12	1
715	2111177	5.991 sec	TLP	Downstream	0x1	1
716	2111180	5.991 sec	TLP	Upstream	0x12	1
717	2111182	5.991 sec	TLP	Downstream	0x1	1
718	2111185	5.991 sec	TLP	Upstream	0x12	1
719	2111187	5.991 sec	TLP	Downstream	0x1	1
720	2111190	5.991 sec	TLP	Upstream	0x12	1
721	2111192	5.991 sec	TLP	Downstream	0x1	1
722	2111197	5.991 sec	TLP	Upstream	0x12	1
723	2111199	5.991 sec	TLP	Downstream	0x3	1
724	2111201	5.991 sec	TLP	Downstream	0x1	1
725	2111205	5.991 sec	TLP	Upstream	0x12	1
726	2111207	5.991 sec	TLP	Downstream	0x3	1
727	2111210	5.991 sec	TLP	Downstream	0x3	1
728	2111212	5.991 sec	TLP	Downstream	0x1	1
729	2111216	5.991 sec	TLP	Upstream	0x12	1
730	2113542	6.007 sec	TLP	Downstream	0x1	1
731	2113547	6.007 sec	TLP	Upstream	0x12	1
732	2113549	6.007 sec	TLP	Downstream	0x3	1
733	2113551	6.007 sec	TLP	Downstream	0x1	1
734	2113555	6.007 sec	TLP	Upstream	0x12	1
735	2113557	6.007 sec	TLP	Downstream	0x3	1
736	2115830	6.023 sec	TLP	Downstream	0x1	1
737	2115833	6.023 sec	TLP	Upstream	0x12	1
738	2115835	6.023 sec	TLP	Downstream	0x1	1
739	2115838	6.023 sec	TLP	Upstream	0x12	1
740	2115840	6.023 sec	TLP	Downstream	0x3	1
741	2115842	6.023 sec	TLP	Downstream	0x1	1
742	2115846	6.023 sec	TLP	Upstream	0x12	1
743	2115848	6.023 sec	TLP	Downstream	0x3	1
744	2115850	6.023 sec	TLP	Downstream	0x1	1
745	2115854	6.023 sec	TLP	Upstream	0x12	1
746	2115856	6.023 sec	TLP	Downstream	0x3	1
747	2115858	6.023 sec	TLP	Downstream	0x1	1
748	2115862	6.023 sec	TLP	Upstream	0x12	1
749	2115864	6.023 sec	TLP	Downstream	0x1	1
750	2115867	6.023 sec	TLP	Upstream	0x12	1
751	2115869	6.023 sec	TLP	Downstream	0x3	1
752	2115871	6.023 sec	TLP	Downstream	0x3	1
753	2115874	6.023 sec	TLP	Downstream	0x3	1
754	2115877	6.023 sec	TLP	Downstream	0x3	1
755	2115881	6.023 sec	TLP	Downstream	0x1	1
756	2115884	6.023 sec	TLP	Upstream	0x12	1
757	2115886	6.023 sec	TLP	Downstream	0x3	1
758	2115888	6.023 sec	TLP	Downstream	0x3	1
759	2115891	6.023 sec	TLP	Downstream	0x1	1
760	2115895	6.023 sec	TLP	Upstream	0x12	1
761	2115899	6.023 sec	TLP	Downstream	0x3	1
762	2115901	6.023 sec	TLP	Downstream	0x3	1
763	2115925	6.023 sec	TLP	Downstream	0x3	1
764	2115927	6.023 sec	TLP	Downstream	0x1	1
765	2115931	6.023 sec	TLP	Upstream	0x12	1
766	2115933	6.023 sec	TLP	Downstream	0x3	1
767	2115940	6.023 sec	TLP	Downstream	0x9	1
768	2115942	6.023 sec	TLP	Upstream	0x12	1
769	2115949	6.023 sec	TLP	Downstream	0x9	1
770	2115951	6.023 sec	TLP	Upstream	0x12	1
771	2115957	6.023 sec	TLP	Downstream	0x9	1
772	2115959	6.023 sec	TLP	Upstream	0x12	1
773	2115966	6.023 sec	TLP	Downstream	0x9	1
774	2115968	6.023 sec	TLP	Upstream	0x12	1
775	2115976	6.023 sec	TLP	Downstream	0x9	1
776	2115978	6.023 sec	TLP	Upstream	0x12	1
777	2115982	6.023 sec	TLP	Downstream	0x9	1
778	2115984	6.023 sec	TLP	Upstream	0x12	1
779	2115991	6.023 sec	TLP	Downstream	0x9	1
780	2115993	6.023 sec	TLP	Upstream	0x12	1
781	2116000	6.023 sec	TLP	Downstream	0x9	1
782	2116002	6.023 sec	TLP	Upstream	0x12	1
783	2116005	6.023 sec	TLP	Downstream	0x9	1
784	2116007	6.023 sec	TLP	Upstream	0x12	1
785	2116013	6.023 sec	TLP	Downstream	0x9	1
786	2116015	6.023 sec	TLP	Upstream	0x12	1
787	2116022	6.023 sec	TLP	Downstream	0x9	1
788	2116024	6.023 sec	TLP	Upstream	0x12	1
789	2116032	6.023 sec	TLP	Downstream	0x9	1
790	2116034	6.023 sec	TLP	Upstream	0x12	1
791	2116038	6.023 sec	TLP	Downstream	0x9	1
792	2116040	6.023 sec	TLP	Upstream	0x12	1
793	2116047	6.023 sec	TLP	Downstream	0x9	1
794	2116049	6.023 sec	TLP	Upstream	0x12	1
795	2116058	6.023 sec	TLP	Downstream	0x9	1
796	2116061	6.023 sec	TLP	Upstream	0x12	1
797	2116074	6.023 sec	TLP	Downstream	0x9	1
798	2116076	6.023 sec	TLP	Upstream	0x12	1
799	2116079	6.023 sec	TLP	Downstream	0x9	1
800	2116081	6.023 sec	TLP	Upstream	0x12	1
801	2116084	6.023 sec	TLP	Downstream	0x3	1
802	2116086	6.023 sec	TLP	Downstream	0x1	1
803	2116090	6.023 sec	TLP	Upstream	0x12	1
804	2116092	6.024 sec	TLP	Downstream	0x3	1
805	2116094	6.024 sec	TLP	Downstream	0x3	1
806	2116098	6.024 sec	TLP	Downstream	0x1	1
807	2116101	6.024 sec	TLP	Upstream	0x12	1
808	2116103	6.024 sec	TLP	Downstream	0x3	1
809	2116105	6.024 sec	TLP	Downstream	0x3	1
810	2116111	6.024 sec	TLP	Downstream	0x9	1
811	2116113	6.024 sec	TLP	Upstream	0x12	1
812	2116274	6.025 sec	TLP	Downstream	0x3	1
813	2116277	6.025 sec	TLP	Downstream	0x3	1
814	2116279	6.025 sec	TLP	Downstream	0x3	1
815	2116283	6.025 sec	TLP	Downstream	0x1	1
816	2116286	6.025 sec	TLP	Upstream	0x12	1
817	2116288	6.025 sec	TLP	Downstream	0x1	1
818	2116293	6.025 sec	TLP	Upstream	0x12	1
819	2116295	6.025 sec	TLP	Downstream	0x3	1
820	2116297	6.025 sec	TLP	Downstream	0x1	1
821	2116301	6.025 sec	TLP	Upstream	0x12	1
822	2116303	6.025 sec	TLP	Downstream	0x3	1
823	2116306	6.025 sec	TLP	Downstream	0x3	1
824	2116308	6.025 sec	TLP	Downstream	0x1	1
825	2116312	6.025 sec	TLP	Upstream	0x12	1
826	2118334	6.039 sec	TLP	Downstream	0x1	1
827	2118337	6.039 sec	TLP	Upstream	0x12	1
828	2118339	6.039 sec	TLP	Downstream	0x3	1
829	2118341	6.039 sec	TLP	Downstream	0x1	1
830	2118345	6.039 sec	TLP	Upstream	0x12	1
831	2118347	6.039 sec	TLP	Downstream	0x3	1
832	2120710	6.055 sec	TLP	Downstream	0x1	1
833	2120713	6.055 sec	TLP	Upstream	0x12	1
834	2120715	6.055 sec	TLP	Downstream	0x1	1
835	2120718	6.055 sec	TLP	Upstream	0x12	1
836	2120720	6.055 sec	TLP	Downstream	0x3	1
837	2120724	6.055 sec	TLP	Downstream	0x1	1
838	2120728	6.055 sec	TLP	Upstream	0x12	1
839	2120730	6.055 sec	TLP	Downstream	0x3	1
840	2120732	6.055 sec	TLP	Downstream	0x1	1
841	2120736	6.055 sec	TLP	Upstream	0x12	1
842	2120738	6.055 sec	TLP	Downstream	0x3	1
843	2120740	6.055 sec	TLP	Downstream	0x1	1
844	2120744	6.055 sec	TLP	Upstream	0x12	1
845	2120746	6.055 sec	TLP	Downstream	0x1	1
846	2120749	6.055 sec	TLP	Upstream	0x12	1
847	2120751	6.055 sec	TLP	Downstream	0x3	1
848	2120753	6.055 sec	TLP	Downstream	0x3	1
849	2120756	6.055 sec	TLP	Downstream	0x3	1
850	2120759	6.055 sec	TLP	Downstream	0x3	1
851	2120762	6.055 sec	TLP	Downstream	0x1	1
852	2120766	6.055 sec	TLP	Upstream	0x12	1
853	2120768	6.055 sec	TLP	Downstream	0x3	1
854	2120770	6.055 sec	TLP	Downstream	0x3	1
855	2120773	6.055 sec	TLP	Downstream	0x1	1
856	2120777	6.055 sec	TLP	Upstream	0x12	1
857	2120779	6.055 sec	TLP	Downstream	0x1	1
858	2120782	6.055 sec	TLP	Upstream	0x12	1
859	2120784	6.055 sec	TLP	Downstream	0x3	1
860	2120786	6.055 sec	TLP	Downstream	0x1	1
861	2120790	6.055 sec	TLP	Upstream	0x12	1
862	2120792	6.055 sec	TLP	Downstream	0x3	1
863	2120794	6.055 sec	TLP	Downstream	0x1	1
864	2120798	6.055 sec	TLP	Upstream	0x12	1
865	2120800	6.055 sec	TLP	Downstream	0x3	1
866	2120802	6.055 sec	TLP	Downstream	0x1	1
867	2120806	6.055 sec	TLP	Upstream	0x12	1
868	2120808	6.055 sec	TLP	Downstream	0x3	1
869	2120810	6.055 sec	TLP	Downstream	0x1	1
870	2120814	6.055 sec	TLP	Upstream	0x12	1
871	2120816	6.055 sec	TLP	Downstream	0x3	1
872	2120818	6.055 sec	TLP	Downstream	0x1	1
873	2120822	6.055 sec	TLP	Upstream	0x12	1
874	2120824	6.055 sec	TLP	Downstream	0x3	1
875	2120828	6.055 sec	TLP	Downstream	0x1	1
876	2120832	6.055 sec	TLP	Upstream	0x12	1
877	2120834	6.055 sec	TLP	Downstream	0x3	1
878	2120836	6.055 sec	TLP	Downstream	0x1	1
879	2120840	6.055 sec	TLP	Upstream	0x12	1
880	2120842	6.055 sec	TLP	Downstream	0x3	1
881	2120844	6.055 sec	TLP	Downstream	0x1	1
882	2120848	6.055 sec	TLP	Upstream	0x12	1
883	2120850	6.055 sec	TLP	Downstream	0x3	1
884	2120852	6.055 sec	TLP	Downstream	0x1	1
885	2120856	6.055 sec	TLP	Upstream	0x12	1
886	2120858	6.055 sec	TLP	Downstream	0x3	1
887	2120860	6.055 sec	TLP	Downstream	0x1	1
888	2120864	6.055 sec	TLP	Upstream	0x12	1
889	2120866	6.055 sec	TLP	Downstream	0x3	1
890	2120868	6.055 sec	TLP	Downstream	0x1	1
891	2120872	6.055 sec	TLP	Upstream	0x12	1
892	2120874	6.055 sec	TLP	Downstream	0x1	1
893	2120877	6.055 sec	TLP	Upstream	0x12	1
894	2120879	6.055 sec	TLP	Downstream	0x3	1
895	2120881	6.055 sec	TLP	Downstream	0x1	1
896	2120885	6.055 sec	TLP	Upstream	0x12	1
897	2120887	6.055 sec	TLP	Downstream	0x1	1
898	2120890	6.055 sec	TLP	Upstream	0x12	1
899	2120892	6.055 sec	TLP	Downstream	0x3	1
900	2120894	6.055 sec	TLP	Downstream	0x1	1
901	2120898	6.055 sec	TLP	Upstream	0x12	1
902	2120904	6.055 sec	TLP	Downstream	0x9	1
903	2120906	6.055 sec	TLP	Upstream	0x12	1
904	2120913	6.055 sec	TLP	Downstream	0xA	1
905	2120915	6.055 sec	TLP	Upstream	0x11	1
906	2120918	6.055 sec	TLP	Downstream	0x9	1
907	2120920	6.055 sec	TLP	Upstream	0x12	1
908	2120923	6.055 sec	TLP	Downstream	0xA	1
909	2120925	6.055 sec	TLP	Upstream	0x11	1
910	2120929	6.055 sec	TLP	Downstream	0x1	1
911	2120932	6.055 sec	TLP	Upstream	0x12	1
912	2120934	6.055 sec	TLP	Downstream	0x3	1
913	2120936	6.055 sec	TLP	Downstream	0x3	1
914	2120939	6.055 sec	TLP	Downstream	0x1	1
915	2120945	6.055 sec	TLP	Upstream	0x12	1
916	2120947	6.055 sec	TLP	Downstream	0x3	1
917	2120949	6.055 sec	TLP	Downstream	0x3	1
918	2120952	6.055 sec	TLP	Downstream	0x3	1
919	2120955	6.055 sec	TLP	Downstream	0x1	1
920	2120959	6.055 sec	TLP	Upstream	0x12	1
921	2120961	6.055 sec	TLP	Downstream	0x3	1
922	2120963	6.055 sec	TLP	Downstream	0x1	1
923	2120967	6.055 sec	TLP	Upstream	0x12	1
924	2120969	6.055 sec	TLP	Downstream	0x3	1
925	2120971	6.055 sec	TLP	Downstream	0x3	1
926	2120974	6.055 sec	TLP	Downstream	0x1	1
927	2120978	6.055 sec	TLP	Upstream	0x12	1
928	2120980	6.055 sec	TLP	Downstream	0x3	1
929	2120982	6.055 sec	TLP	Downstream	0x3	1
930	2120994	6.055 sec	TLP	Downstream	0x1	1
931	2121681	6.055 sec	TLP	Upstream	0x12	1
932	2121686	6.055 sec	TLP	Downstream	0x3	1
933	2121688	6.055 sec	TLP	Downstream	0x1	1
934	2121692	6.055 sec	TLP	Upstream	0x12	1
935	2121694	6.055 sec	TLP	Downstream	0x3	1
936	2121696	6.055 sec	TLP	Downstream	0x3	1
937	2121700	6.055 sec	TLP	Downstream	0x1	1
938	2121703	6.055 sec	TLP	Upstream	0x12	1
