row	packet_index	time_display	channel	tlp_type_hex	tag	requester_id	completer_id	compl_status
442	2096829	5.896 sec	Upstream	0x12	4	0	256	0
443	2096832	5.896 sec	Downstream	0x9	10	0	NA	NA
444	2096834	5.896 sec	Upstream	0x12	10	0	256	0
445	2096839	5.896 sec	Downstream	0x9	1	0	NA	NA
446	2096841	5.896 sec	Upstream	0x12	1	0	256	0
447	2096844	5.896 sec	Downstream	0x9	6	0	NA	NA
448	2096846	5.896 sec	Upstream	0x12	6	0	256	0
449	2096850	5.896 sec	Downstream	0x9	12	0	NA	NA
450	2096852	5.896 sec	Upstream	0x12	12	0	256	0
451	2096855	5.896 sec	Downstream	0x9	2	0	NA	NA
452	2096857	5.896 sec	Upstream	0x12	2	0	256	0
453	2096860	5.896 sec	Downstream	0x9	8	0	NA	NA
454	2096862	5.896 sec	Upstream	0x12	8	0	256	0
455	2096865	5.896 sec	Downstream	0x9	14	0	NA	NA
456	2096867	5.896 sec	Upstream	0x12	14	0	256	0
457	2096870	5.896 sec	Downstream	0x9	0	0	NA	NA
458	2096872	5.896 sec	Upstream	0x12	0	0	256	0
459	2096875	5.896 sec	Downstream	0x9	5	0	NA	NA
460	2096877	5.896 sec	Upstream	0x12	5	0	256	0
461	2096880	5.896 sec	Downstream	0x9	11	0	NA	NA
462	2096882	5.896 sec	Upstream	0x12	11	0	256	0
463	2096888	5.896 sec	Downstream	0x9	1	0	NA	NA
464	2096890	5.896 sec	Upstream	0x12	1	0	256	0
465	2096893	5.896 sec	Downstream	0x9	7	0	NA	NA
466	2096895	5.896 sec	Upstream	0x12	7	0	256	0
467	2096998	5.897 sec	Downstream	0x9	13	0	NA	NA
468	2097000	5.897 sec	Upstream	0x12	13	0	256	0
469	2097003	5.897 sec	Downstream	0x9	3	0	NA	NA
470	2097005	5.897 sec	Upstream	0x12	3	0	256	0
471	2100777	5.923 sec	Downstream	0x9	9	0	NA	NA
472	2100779	5.923 sec	Upstream	0x12	9	0	256	0
473	2100782	5.923 sec	Downstream	0x9	15	0	NA	NA
474	2100784	5.923 sec	Upstream	0x12	15	0	256	0
475	2100787	5.923 sec	Downstream	0x9	0	0	NA	NA
476	2100789	5.923 sec	Upstream	0x12	0	0	256	0
477	2100792	5.923 sec	Downstream	0x9	4	0	NA	NA
478	2100794	5.923 sec	Upstream	0x12	4	0	256	0
479	2100797	5.923 sec	Downstream	0x9	10	0	NA	NA
480	2100799	5.923 sec	Upstream	0x12	10	0	256	0
481	2100802	5.923 sec	Downstream	0x9	1	0	NA	NA
482	2100804	5.923 sec	Upstream	0x12	1	0	256	0
483	2100807	5.923 sec	Downstream	0x9	6	0	NA	NA
484	2100809	5.923 sec	Upstream	0x12	6	0	256	0
485	2100812	5.923 sec	Downstream	0x9	12	0	NA	NA
486	2100814	5.923 sec	Upstream	0x12	12	0	256	0
487	2100817	5.923 sec	Downstream	0x9	2	0	NA	NA
488	2100819	5.923 sec	Upstream	0x12	2	0	256	0
489	2100822	5.923 sec	Downstream	0x9	8	0	NA	NA
490	2100824	5.923 sec	Upstream	0x12	8	0	256	0
491	2100827	5.923 sec	Downstream	0x9	14	0	NA	NA
492	2100830	5.923 sec	Upstream	0x12	14	0	256	0
493	2100833	5.923 sec	Downstream	0x9	0	0	NA	NA
494	2100835	5.923 sec	Upstream	0x12	0	0	256	0
495	2100840	5.923 sec	Downstream	0x9	5	0	NA	NA
496	2100842	5.923 sec	Upstream	0x12	5	0	256	0
497	2100845	5.923 sec	Downstream	0x9	11	0	NA	NA
498	2100847	5.923 sec	Upstream	0x12	11	0	256	0
499	2100850	5.923 sec	Downstream	0x9	1	0	NA	NA
500	2100852	5.923 sec	Upstream	0x12	1	0	256	0
501	2100855	5.923 sec	Downstream	0x9	7	0	NA	NA
502	2100857	5.923 sec	Upstream	0x12	7	0	256	0
503	2100972	5.924 sec	Downstream	0xA	13	0	NA	NA
504	2100975	5.924 sec	Upstream	0x11	13	0	256	0
505	2101216	5.925 sec	Downstream	0x9	3	0	NA	NA
506	2101218	5.925 sec	Upstream	0x12	3	0	256	0
507	2101228	5.925 sec	Downstream	0x9	9	0	NA	NA
508	2101230	5.925 sec	Upstream	0x12	9	0	256	0
509	2101234	5.925 sec	Downstream	0x9	15	0	NA	NA
510	2101237	5.925 sec	Upstream	0x12	15	0	256	0
511	2101242	5.925 sec	Downstream	0x9	0	0	NA	NA
512	2101244	5.925 sec	Upstream	0x12	0	0	256	0
513	2101248	5.925 sec	Downstream	0x9	4	0	NA	NA
514	2101250	5.925 sec	Upstream	0x12	4	0	256	0
515	2101260	5.925 sec	Downstream	0x9	10	0	NA	NA
516	2101262	5.925 sec	Upstream	0x12	10	0	256	0
517	2101266	5.925 sec	Downstream	0x9	1	0	NA	NA
518	2101270	5.925 sec	Upstream	0x12	1	0	256	0
519	2101274	5.925 sec	Downstream	0x9	6	0	NA	NA
520	2101276	5.925 sec	Upstream	0x12	6	0	256	0
521	2101283	5.925 sec	Downstream	0x9	12	0	NA	NA
522	2101286	5.925 sec	Upstream	0x12	12	0	256	0
523	2101291	5.925 sec	Downstream	0x9	2	0	NA	NA
524	2101293	5.925 sec	Upstream	0x12	2	0	256	0
525	2101296	5.925 sec	Downstream	0x9	8	0	NA	NA
526	2101298	5.925 sec	Upstream	0x12	8	0	256	0
527	2101306	5.925 sec	Downstream	0xA	14	0	NA	NA
528	2101308	5.925 sec	Upstream	0x11	14	0	256	0
529	2106169	5.959 sec	Downstream	0x9	0	0	NA	NA
530	2106172	5.959 sec	Upstream	0x12	0	0	256	0
531	2106193	5.959 sec	Downstream	0x9	5	0	NA	NA
532	2106197	5.959 sec	Upstream	0x12	5	0	256	0
533	2106200	5.959 sec	Downstream	0x9	11	0	NA	NA
534	2106202	5.959 sec	Upstream	0x12	11	0	256	0
535	2106210	5.959 sec	Downstream	0x9	1	0	NA	NA
536	2106212	5.959 sec	Upstream	0x12	1	0	256	0
537	2106216	5.959 sec	Downstream	0xA	7	0	NA	NA
538	2106218	5.959 sec	Upstream	0x11	7	0	256	0
539	2106225	5.959 sec	Downstream	0xA	13	0	NA	NA
540	2106226	5.959 sec	Downstream	0xA	3	0	NA	NA
541	2106227	5.959 sec	Downstream	0xA	9	0	NA	NA
542	2106228	5.959 sec	Downstream	0xA	15	0	NA	NA
543	2106233	5.959 sec	Upstream	0x11	13	0	256	0
544	2106235	5.959 sec	Upstream	0x11	3	0	256	0
545	2106236	5.959 sec	Downstream	0xA	0	0	NA	NA
546	2106240	5.959 sec	Upstream	0x11	9	0	256	0
547	2106242	5.959 sec	Upstream	0x11	15	0	256	0
548	2106245	5.959 sec	Upstream	0x11	0	0	256	0
549	2106250	5.959 sec	Downstream	0xA	4	0	NA	NA
550	2106252	5.959 sec	Upstream	0x11	4	0	256	0
551	2106256	5.959 sec	Downstream	0xA	10	0	NA	NA
552	2106258	5.959 sec	Upstream	0x11	10	0	256	0
553	2106266	5.959 sec	Downstream	0xA	1	0	NA	NA
554	2106268	5.959 sec	Upstream	0x11	1	0	256	0
555	2106275	5.960 sec	Downstream	0xA	6	0	NA	NA
556	2106277	5.960 sec	Upstream	0x11	6	0	256	0
557	2106284	5.960 sec	Downstream	0xA	12	0	NA	NA
558	2106286	5.960 sec	Upstream	0x11	12	0	256	0
559	2106296	5.960 sec	Downstream	0xA	2	0	NA	NA
560	2106298	5.960 sec	Upstream	0x11	2	0	256	0
561	2106302	5.960 sec	Downstream	0xA	8	0	NA	NA
562	2106304	5.960 sec	Upstream	0x11	8	0	256	0
563	2106314	5.960 sec	Downstream	0xA	14	0	NA	NA
564	2106316	5.960 sec	Upstream	0x11	14	0	256	0
565	2106323	5.960 sec	Downstream	0xA	0	0	NA	NA
566	2106325	5.960 sec	Upstream	0x11	0	0	256	0
567	2106329	5.960 sec	Downstream	0xA	5	0	NA	NA
568	2106331	5.960 sec	Upstream	0x11	5	0	256	0
569	2106338	5.960 sec	Downstream	0x9	11	0	NA	NA
570	2106340	5.960 sec	Upstream	0x12	11	0	256	0
571	2106348	5.960 sec	Downstream	0xA	1	0	NA	NA
572	2106350	5.960 sec	Upstream	0x11	1	0	256	0
573	2106356	5.960 sec	Downstream	0xA	7	0	NA	NA
574	2106358	5.960 sec	Upstream	0x11	7	0	256	0
575	2106381	5.960 sec	Downstream	0x9	13	0	NA	NA
576	2106383	5.960 sec	Upstream	0x12	13	0	256	0
577	2106388	5.960 sec	Downstream	0xA	3	0	NA	NA
578	2106391	5.960 sec	Upstream	0x11	3	0	256	0
579	2106398	5.960 sec	Downstream	0xA	9	0	NA	NA
580	2106400	5.960 sec	Upstream	0x11	9	0	256	0
581	2106407	5.960 sec	Downstream	0x9	15	0	NA	NA
582	2106409	5.960 sec	Upstream	0x12	15	0	256	0
583	2106417	5.960 sec	Downstream	0xA	0	0	NA	NA
584	2106420	5.960 sec	Upstream	0x11	0	0	256	0
585	2106427	5.960 sec	Downstream	0x9	4	0	NA	NA
586	2106429	5.960 sec	Upstream	0x12	4	0	256	0
587	2106433	5.960 sec	Downstream	0xA	10	0	NA	NA
588	2106437	5.960 sec	Upstream	0x11	10	0	256	0
589	2106440	5.960 sec	Downstream	0xA	1	0	NA	NA
590	2106442	5.960 sec	Upstream	0x11	1	0	256	0
591	2106447	5.960 sec	Downstream	0xA	6	0	NA	NA
592	2106451	5.960 sec	Upstream	0x11	6	0	256	0
593	2106456	5.960 sec	Downstream	0xA	12	0	NA	NA
594	2106458	5.960 sec	Upstream	0x11	12	0	256	0
595	2106464	5.960 sec	Downstream	0xA	2	0	NA	NA
596	2106466	5.960 sec	Upstream	0x11	2	0	256	0
597	2106474	5.960 sec	Downstream	0xA	8	0	NA	NA
598	2106476	5.960 sec	Upstream	0x11	8	0	256	0
599	2106486	5.960 sec	Downstream	0xA	14	0	NA	NA
600	2106488	5.960 sec	Upstream	0x11	14	0	256	0
601	2106513	5.960 sec	Downstream	0x9	0	0	NA	NA
602	2106515	5.960 sec	Upstream	0x12	0	0	256	0
603	2106520	5.960 sec	Downstream	0x9	5	0	NA	NA
604	2106522	5.960 sec	Upstream	0x12	5	0	256	0
605	2106528	5.960 sec	Downstream	0x9	11	0	NA	NA
606	2106531	5.960 sec	Upstream	0x12	11	0	256	0
607	2106538	5.961 sec	Downstream	0x9	1	0	NA	NA
608	2106541	5.961 sec	Upstream	0x12	1	0	256	0
609	2106544	5.961 sec	Downstream	0x9	7	0	NA	NA
610	2106546	5.961 sec	Upstream	0x12	7	0	256	0
611	2106554	5.961 sec	Downstream	0x9	13	0	NA	NA
612	2106556	5.961 sec	Upstream	0x12	13	0	256	0
613	2106563	5.961 sec	Downstream	0x9	3	0	NA	NA
614	2106565	5.961 sec	Upstream	0x12	3	0	256	0
615	2106571	5.961 sec	Downstream	0x9	9	0	NA	NA
616	2106573	5.961 sec	Upstream	0x12	9	0	256	0
617	2106576	5.961 sec	Downstream	0x9	15	0	NA	NA
618	2106578	5.961 sec	Upstream	0x12	15	0	256	0
619	2106582	5.961 sec	Downstream	0x9	0	0	NA	NA
620	2106586	5.961 sec	Upstream	0x12	0	0	256	0
621	2106591	5.961 sec	Downstream	0x9	4	0	NA	NA
622	2106593	5.961 sec	Upstream	0x12	4	0	256	0
623	2106600	5.961 sec	Downstream	0x9	10	0	NA	NA
624	2106602	5.961 sec	Upstream	0x12	10	0	256	0
625	2106608	5.961 sec	Downstream	0x9	1	0	NA	NA
626	2106610	5.961 sec	Upstream	0x12	1	0	256	0
627	2106617	5.961 sec	Downstream	0x9	6	0	NA	NA
628	2106619	5.961 sec	Upstream	0x12	6	0	256	0
629	2106626	5.961 sec	Downstream	0x9	12	0	NA	NA
630	2106628	5.961 sec	Upstream	0x12	12	0	256	0
631	2106631	5.961 sec	Downstream	0x9	2	0	NA	NA
632	2106634	5.961 sec	Upstream	0x12	2	0	256	0
633	2106637	5.961 sec	Downstream	0x9	8	0	NA	NA
634	2106639	5.961 sec	Upstream	0x12	8	0	256	0
635	2106646	5.961 sec	Downstream	0x9	14	0	NA	NA
636	2106648	5.961 sec	Upstream	0x12	14	0	256	0
637	2106656	5.961 sec	Downstream	0x9	0	0	NA	NA
638	2106658	5.961 sec	Upstream	0x12	0	0	256	0
639	2106661	5.961 sec	Downstream	0x9	5	0	NA	NA
640	2106663	5.961 sec	Upstream	0x12	5	0	256	0
641	2106669	5.961 sec	Downstream	0x9	11	0	NA	NA
642	2106671	5.961 sec	Upstream	0x12	11	0	256	0
643	2106678	5.961 sec	Downstream	0x9	1	0	NA	NA
644	2106680	5.961 sec	Upstream	0x12	1	0	256	0
645	2106687	5.961 sec	Downstream	0x9	7	0	NA	NA
646	2106689	5.961 sec	Upstream	0x12	7	0	256	0
647	2106692	5.961 sec	Downstream	0x9	13	0	NA	NA
648	2106694	5.961 sec	Upstream	0x12	13	0	256	0
649	2106698	5.961 sec	Downstream	0x9	3	0	NA	NA
650	2106700	5.961 sec	Upstream	0x12	3	0	256	0
651	2106707	5.961 sec	Downstream	0x9	9	0	NA	NA
652	2106709	5.961 sec	Upstream	0x12	9	0	256	0
653	2106716	5.961 sec	Downstream	0x9	15	0	NA	NA
654	2106719	5.961 sec	Upstream	0x12	15	0	256	0
655	2106722	5.961 sec	Downstream	0x9	0	0	NA	NA
656	2106724	5.961 sec	Upstream	0x12	0	0	256	0
657	2106730	5.961 sec	Downstream	0x9	4	0	NA	NA
658	2106732	5.961 sec	Upstream	0x12	4	0	256	0
659	2106739	5.961 sec	Downstream	0x9	10	0	NA	NA
660	2106741	5.961 sec	Upstream	0x12	10	0	256	0
661	2106748	5.961 sec	Downstream	0x9	1	0	NA	NA
662	2106750	5.961 sec	Upstream	0x12	1	0	256	0
663	2106753	5.961 sec	Downstream	0x9	6	0	NA	NA
664	2106755	5.961 sec	Upstream	0x12	6	0	256	0
665	2106759	5.961 sec	Downstream	0x9	12	0	NA	NA
666	2106761	5.961 sec	Upstream	0x12	12	0	256	0
667	2107539	5.967 sec	Downstream	0x9	2	0	NA	NA
668	2107541	5.967 sec	Upstream	0x12	2	0	256	0
669	2107544	5.967 sec	Downstream	0x9	8	0	NA	NA
670	2107546	5.967 sec	Upstream	0x12	8	0	256	0
671	2107556	5.967 sec	Downstream	0x9	14	0	NA	NA
672	2107558	5.967 sec	Upstream	0x12	14	0	256	0
673	2107561	5.967 sec	Downstream	0x1	0	0	NA	NA
674	2107564	5.967 sec	Upstream	0x12	0	0	256	0
675	2107566	5.967 sec	Downstream	0x1	5	0	NA	NA
676	2107569	5.967 sec	Upstream	0x12	5	0	256	0
677	2107571	5.967 sec	Downstream	0x3	0	0	NA	NA
678	2107573	5.967 sec	Downstream	0x1	11	0	NA	NA
679	2107577	5.967 sec	Upstream	0x12	11	0	256	0
680	2107579	5.967 sec	Downstream	0x3	0	0	NA	NA
681	2107581	5.967 sec	Downstream	0x3	0	0	NA	NA
682	2107584	5.967 sec	Downstream	0x1	1	0	NA	NA
683	2107588	5.967 sec	Upstream	0x12	1	0	256	0
684	2108808	5.975 sec	Downstream	0x1	7	0	NA	NA
685	2108811	5.975 sec	Upstream	0x12	7	0	256	0
686	2108813	5.975 sec	Downstream	0x3	0	0	NA	NA
687	2108816	5.975 sec	Downstream	0x1	13	0	NA	NA
688	2108819	5.975 sec	Upstream	0x12	13	0	256	0
689	2108821	5.975 sec	Downstream	0x3	0	0	NA	NA
690	2111112	5.991 sec	Downstream	0x1	3	0	NA	NA
691	2111115	5.991 sec	Upstream	0x12	3	0	256	0
692	2111117	5.991 sec	Downstream	0x1	9	0	NA	NA
693	2111120	5.991 sec	Upstream	0x12	9	0	256	0
694	2111122	5.991 sec	Downstream	0x3	0	0	NA	NA
695	2111124	5.991 sec	Downstream	0x1	15	0	NA	NA
696	2111128	5.991 sec	Upstream	0x12	15	0	256	0
697	2111130	5.991 sec	Downstream	0x3	0	0	NA	NA
698	2111132	5.991 sec	Downstream	0x1	0	0	NA	NA
699	2111136	5.991 sec	Upstream	0x12	0	0	256	0
700	2111138	5.991 sec	Downstream	0x3	0	0	NA	NA
701	2111140	5.991 sec	Downstream	0x1	4	0	NA	NA
702	2111144	5.991 sec	Upstream	0x12	4	0	256	0
703	2111146	5.991 sec	Downstream	0x1	10	0	NA	NA
704	2111149	5.991 sec	Upstream	0x12	10	0	256	0
705	2111151	5.991 sec	Downstream	0x3	0	0	NA	NA
706	2111153	5.991 sec	Downstream	0x3	0	0	NA	NA
707	2111156	5.991 sec	Downstream	0x1	1	0	NA	NA
708	2111160	5.991 sec	Upstream	0x12	1	0	256	0
709	2111162	5.991 sec	Downstream	0x1	6	0	NA	NA
710	2111165	5.991 sec	Upstream	0x12	6	0	256	0
711	2111167	5.991 sec	Downstream	0x1	12	0	NA	NA
712	2111170	5.991 sec	Upstream	0x12	12	0	256	0
713	2111172	5.991 sec	Downstream	0x1	2	0	NA	NA
714	2111175	5.991 sec	Upstream	0x12	2	0	256	0
715	2111177	5.991 sec	Downstream	0x1	8	0	NA	NA
716	2111180	5.991 sec	Upstream	0x12	8	0	256	0
717	2111182	5.991 sec	Downstream	0x1	14	0	NA	NA
718	2111185	5.991 sec	Upstream	0x12	14	0	256	0
719	2111187	5.991 sec	Downstream	0x1	0	0	NA	NA
720	2111190	5.991 sec	Upstream	0x12	0	0	256	0
721	2111192	5.991 sec	Downstream	0x1	5	0	NA	NA
722	2111197	5.991 sec	Upstream	0x12	5	0	256	0
723	2111199	5.991 sec	Downstream	0x3	0	0	NA	NA
724	2111201	5.991 sec	Downstream	0x1	11	0	NA	NA
725	2111205	5.991 sec	Upstream	0x12	11	0	256	0
726	2111207	5.991 sec	Downstream	0x3	0	0	NA	NA
727	2111210	5.991 sec	Downstream	0x3	0	0	NA	NA
728	2111212	5.991 sec	Downstream	0x1	1	0	NA	NA
729	2111216	5.991 sec	Upstream	0x12	1	0	256	0
730	2113542	6.007 sec	Downstream	0x1	7	0	NA	NA
731	2113547	6.007 sec	Upstream	0x12	7	0	256	0
732	2113549	6.007 sec	Downstream	0x3	0	0	NA	NA
733	2113551	6.007 sec	Downstream	0x1	13	0	NA	NA
734	2113555	6.007 sec	Upstream	0x12	13	0	256	0
735	2113557	6.007 sec	Downstream	0x3	0	0	NA	NA
736	2115830	6.023 sec	Downstream	0x1	3	0	NA	NA
737	2115833	6.023 sec	Upstream	0x12	3	0	256	0
738	2115835	6.023 sec	Downstream	0x1	9	0	NA	NA
739	2115838	6.023 sec	Upstream	0x12	9	0	256	0
740	2115840	6.023 sec	Downstream	0x3	0	0	NA	NA
741	2115842	6.023 sec	Downstream	0x1	15	0	NA	NA
742	2115846	6.023 sec	Upstream	0x12	15	0	256	0
743	2115848	6.023 sec	Downstream	0x3	0	0	NA	NA
744	2115850	6.023 sec	Downstream	0x1	0	0	NA	NA
745	2115854	6.023 sec	Upstream	0x12	0	0	256	0
746	2115856	6.023 sec	Downstream	0x3	0	0	NA	NA
747	2115858	6.023 sec	Downstream	0x1	4	0	NA	NA
748	2115862	6.023 sec	Upstream	0x12	4	0	256	0
749	2115864	6.023 sec	Downstream	0x1	10	0	NA	NA
750	2115867	6.023 sec	Upstream	0x12	10	0	256	0
751	2115869	6.023 sec	Downstream	0x3	0	0	NA	NA
752	2115871	6.023 sec	Downstream	0x3	0	0	NA	NA
753	2115874	6.023 sec	Downstream	0x3	0	0	NA	NA
754	2115877	6.023 sec	Downstream	0x3	0	0	NA	NA
755	2115881	6.023 sec	Downstream	0x1	1	0	NA	NA
756	2115884	6.023 sec	Upstream	0x12	1	0	256	0
757	2115886	6.023 sec	Downstream	0x3	0	0	NA	NA
758	2115888	6.023 sec	Downstream	0x3	0	0	NA	NA
759	2115891	6.023 sec	Downstream	0x1	6	0	NA	NA
760	2115895	6.023 sec	Upstream	0x12	6	0	256	0
761	2115899	6.023 sec	Downstream	0x3	0	0	NA	NA
762	2115901	6.023 sec	Downstream	0x3	0	0	NA	NA
763	2115925	6.023 sec	Downstream	0x3	0	0	NA	NA
764	2115927	6.023 sec	Downstream	0x1	12	0	NA	NA
765	2115931	6.023 sec	Upstream	0x12	12	0	256	0
766	2115933	6.023 sec	Downstream	0x3	0	0	NA	NA
767	2115940	6.023 sec	Downstream	0x9	2	0	NA	NA
768	2115942	6.023 sec	Upstream	0x12	2	0	256	0
769	2115949	6.023 sec	Downstream	0x9	8	0	NA	NA
770	2115951	6.023 sec	Upstream	0x12	8	0	256	0
771	2115957	6.023 sec	Downstream	0x9	14	0	NA	NA
772	2115959	6.023 sec	Upstream	0x12	14	0	256	0
773	2115966	6.023 sec	Downstream	0x9	0	0	NA	NA
774	2115968	6.023 sec	Upstream	0x12	0	0	256	0
775	2115976	6.023 sec	Downstream	0x9	5	0	NA	NA
776	2115978	6.023 sec	Upstream	0x12	5	0	256	0
777	2115982	6.023 sec	Downstream	0x9	11	0	NA	NA
778	2115984	6.023 sec	Upstream	0x12	11	0	256	0
779	2115991	6.023 sec	Downstream	0x9	1	0	NA	NA
780	2115993	6.023 sec	Upstream	0x12	1	0	256	0
781	2116000	6.023 sec	Downstream	0x9	7	0	NA	NA
782	2116002	6.023 sec	Upstream	0x12	7	0	256	0
783	2116005	6.023 sec	Downstream	0x9	13	0	NA	NA
784	2116007	6.023 sec	Upstream	0x12	13	0	256	0
785	2116013	6.023 sec	Downstream	0x9	3	0	NA	NA
786	2116015	6.023 sec	Upstream	0x12	3	0	256	0
787	2116022	6.023 sec	Downstream	0x9	9	0	NA	NA
788	2116024	6.023 sec	Upstream	0x12	9	0	256	0
789	2116032	6.023 sec	Downstream	0x9	15	0	NA	NA
790	2116034	6.023 sec	Upstream	0x12	15	0	256	0
791	2116038	6.023 sec	Downstream	0x9	0	0	NA	NA
792	2116040	6.023 sec	Upstream	0x12	0	0	256	0
793	2116047	6.023 sec	Downstream	0x9	4	0	NA	NA
794	2116049	6.023 sec	Upstream	0x12	4	0	256	0
795	2116058	6.023 sec	Downstream	0x9	10	0	NA	NA
796	2116061	6.023 sec	Upstream	0x12	10	0	256	0
797	2116074	6.023 sec	Downstream	0x9	1	0	NA	NA
798	2116076	6.023 sec	Upstream	0x12	1	0	256	0
799	2116079	6.023 sec	Downstream	0x9	6	0	NA	NA
800	2116081	6.023 sec	Upstream	0x12	6	0	256	0
801	2116084	6.023 sec	Downstream	0x3	0	0	NA	NA
802	2116086	6.023 sec	Downstream	0x1	12	0	NA	NA
803	2116090	6.023 sec	Upstream	0x12	12	0	256	0
804	2116092	6.024 sec	Downstream	0x3	0	0	NA	NA
805	2116094	6.024 sec	Downstream	0x3	0	0	NA	NA
806	2116098	6.024 sec	Downstream	0x1	2	0	NA	NA
807	2116101	6.024 sec	Upstream	0x12	2	0	256	0
808	2116103	6.024 sec	Downstream	0x3	0	0	NA	NA
809	2116105	6.024 sec	Downstream	0x3	0	0	NA	NA
810	2116111	6.024 sec	Downstream	0x9	8	0	NA	NA
811	2116113	6.024 sec	Upstream	0x12	8	0	256	0
812	2116274	6.025 sec	Downstream	0x3	0	0	NA	NA
813	2116277	6.025 sec	Downstream	0x3	0	0	NA	NA
814	2116279	6.025 sec	Downstream	0x3	0	0	NA	NA
815	2116283	6.025 sec	Downstream	0x1	14	0	NA	NA
816	2116286	6.025 sec	Upstream	0x12	14	0	256	0
817	2116288	6.025 sec	Downstream	0x1	0	0	NA	NA
818	2116293	6.025 sec	Upstream	0x12	0	0	256	0
819	2116295	6.025 sec	Downstream	0x3	0	0	NA	NA
820	2116297	6.025 sec	Downstream	0x1	5	0	NA	NA
821	2116301	6.025 sec	Upstream	0x12	5	0	256	0
822	2116303	6.025 sec	Downstream	0x3	0	0	NA	NA
823	2116306	6.025 sec	Downstream	0x3	0	0	NA	NA
824	2116308	6.025 sec	Downstream	0x1	11	0	NA	NA
825	2116312	6.025 sec	Upstream	0x12	11	0	256	0
826	2118334	6.039 sec	Downstream	0x1	1	0	NA	NA
827	2118337	6.039 sec	Upstream	0x12	1	0	256	0
828	2118339	6.039 sec	Downstream	0x3	0	0	NA	NA
829	2118341	6.039 sec	Downstream	0x1	7	0	NA	NA
830	2118345	6.039 sec	Upstream	0x12	7	0	256	0
831	2118347	6.039 sec	Downstream	0x3	0	0	NA	NA
832	2120710	6.055 sec	Downstream	0x1	13	0	NA	NA
833	2120713	6.055 sec	Upstream	0x12	13	0	256	0
834	2120715	6.055 sec	Downstream	0x1	3	0	NA	NA
835	2120718	6.055 sec	Upstream	0x12	3	0	256	0
836	2120720	6.055 sec	Downstream	0x3	0	0	NA	NA
837	2120724	6.055 sec	Downstream	0x1	9	0	NA	NA
838	2120728	6.055 sec	Upstream	0x12	9	0	256	0
839	2120730	6.055 sec	Downstream	0x3	0	0	NA	NA
840	2120732	6.055 sec	Downstream	0x1	15	0	NA	NA
841	2120736	6.055 sec	Upstream	0x12	15	0	256	0
842	2120738	6.055 sec	Downstream	0x3	0	0	NA	NA
843	2120740	6.055 sec	Downstream	0x1	0	0	NA	NA
844	2120744	6.055 sec	Upstream	0x12	0	0	256	0
845	2120746	6.055 sec	Downstream	0x1	4	0	NA	NA
846	2120749	6.055 sec	Upstream	0x12	4	0	256	0
847	2120751	6.055 sec	Downstream	0x3	0	0	NA	NA
848	2120753	6.055 sec	Downstream	0x3	0	0	NA	NA
849	2120756	6.055 sec	Downstream	0x3	0	0	NA	NA
850	2120759	6.055 sec	Downstream	0x3	0	0	NA	NA
851	2120762	6.055 sec	Downstream	0x1	10	0	NA	NA
852	2120766	6.055 sec	Upstream	0x12	10	0	256	0
853	2120768	6.055 sec	Downstream	0x3	0	0	NA	NA
854	2120770	6.055 sec	Downstream	0x3	0	0	NA	NA
855	2120773	6.055 sec	Downstream	0x1	1	0	NA	NA
856	2120777	6.055 sec	Upstream	0x12	1	0	256	0
857	2120779	6.055 sec	Downstream	0x1	6	0	NA	NA
858	2120782	6.055 sec	Upstream	0x12	6	0	256	0
859	2120784	6.055 sec	Downstream	0x3	0	0	NA	NA
860	2120786	6.055 sec	Downstream	0x1	12	0	NA	NA
861	2120790	6.055 sec	Upstream	0x12	12	0	256	0
862	2120792	6.055 sec	Downstream	0x3	0	0	NA	NA
863	2120794	6.055 sec	Downstream	0x1	2	0	NA	NA
864	2120798	6.055 sec	Upstream	0x12	2	0	256	0
865	2120800	6.055 sec	Downstream	0x3	0	0	NA	NA
866	2120802	6.055 sec	Downstream	0x1	8	0	NA	NA
867	2120806	6.055 sec	Upstream	0x12	8	0	256	0
868	2120808	6.055 sec	Downstream	0x3	0	0	NA	NA
869	2120810	6.055 sec	Downstream	0x1	14	0	NA	NA
870	2120814	6.055 sec	Upstream	0x12	14	0	256	0
871	2120816	6.055 sec	Downstream	0x3	0	0	NA	NA
872	2120818	6.055 sec	Downstream	0x1	0	0	NA	NA
873	2120822	6.055 sec	Upstream	0x12	0	0	256	0
874	2120824	6.055 sec	Downstream	0x3	0	0	NA	NA
875	2120828	6.055 sec	Downstream	0x1	5	0	NA	NA
876	2120832	6.055 sec	Upstream	0x12	5	0	256	0
877	2120834	6.055 sec	Downstream	0x3	0	0	NA	NA
878	2120836	6.055 sec	Downstream	0x1	11	0	NA	NA
879	2120840	6.055 sec	Upstream	0x12	11	0	256	0
880	2120842	6.055 sec	Downstream	0x3	0	0	NA	NA
881	2120844	6.055 sec	Downstream	0x1	1	0	NA	NA
882	2120848	6.055 sec	Upstream	0x12	1	0	256	0
883	2120850	6.055 sec	Downstream	0x3	0	0	NA	NA
884	2120852	6.055 sec	Downstream	0x1	7	0	NA	NA
885	2120856	6.055 sec	Upstream	0x12	7	0	256	0
886	2120858	6.055 sec	Downstream	0x3	0	0	NA	NA
887	2120860	6.055 sec	Downstream	0x1	13	0	NA	NA
888	2120864	6.055 sec	Upstream	0x12	13	0	256	0
889	2120866	6.055 sec	Downstream	0x3	0	0	NA	NA
